Age,Gender,Income,Loan_Amount,Credit_Score,Past_Defaults,Loan_Status
28,Male,101674,1523,804,0,0
43,Male,98280,29303,846,0,0
58,Male,93107,18146,667,0,0
71,Female,48202,19333,691,0,0
41,Male,54432,20289,643,0,0
21,Female,69469,19320,543,0,0
36,Male,46107,43541,349,0,0
69,Male,99878,44979,762,0,0
67,Male,88677,3306,563,1,0
26,Female,55407,29556,699,0,0
24,Male,84434,42747,768,0,0
25,Male,26983,14828,303,0,0
78,Male,57218,28158,625,0,0
31,Male,43252,14448,428,0,0
71,Male,84284,6526,495,0,0
51,Male,55354,9637,390,0,0
48,Female,88985,35151,638,0,0
31,Female,83130,32058,499,0,0
22,Female,39917,7612,776,1,0
24,Male,90572,8636,818,0,0
20,Female,25066,31203,344,0,0
79,Male,88134,39984,727,0,0
46,Female,75089,28664,672,0,0
71,Female,114541,10911,670,1,0
77,Male,66692,3710,315,1,0
65,Female,88848,33376,469,0,0
41,Female,39853,9360,315,0,0
55,Female,83106,2761,777,0,0
54,Female,41086,43470,552,0,0
39,Male,106138,24516,529,1,0
59,Female,90708,36598,308,1,1
73,Male,43661,36470,709,0,0
24,Female,46805,33232,694,0,0
33,Male,81995,6927,783,0,0
59,Female,72572,44786,744,1,0
54,Male,113852,33480,414,0,0
57,Female,98687,44626,474,0,0
58,Male,68793,19615,720,0,0
33,Female,65064,25887,822,0,0
39,Female,58775,4701,371,0,0
52,Male,71136,13346,648,0,0
37,Female,34487,21590,842,0,0
58,Female,52972,6961,669,1,0
71,Male,66636,1572,681,0,0
65,Female,32937,17714,818,0,0
75,Female,28197,47171,801,0,0
26,Male,68861,28689,766,0,0
51,Female,71697,4867,377,0,0
38,Female,69953,22768,469,0,0
42,Male,36434,27368,671,1,0
68,Female,24709,14270,372,0,0
22,Female,99350,1396,588,0,0
44,Male,117386,6188,523,0,0
27,Female,101472,6320,410,0,0
63,Male,57543,5840,503,1,0
19,Male,82749,25506,366,0,0
42,Female,72891,20900,500,0,0
73,Male,88391,4669,579,0,0
26,Male,90257,17722,607,0,0
65,Male,62948,41151,447,0,0
40,Male,69051,2902,326,0,0
21,Female,91282,19207,756,1,0
54,Female,116521,47539,708,0,0
63,Female,78715,28401,837,0,0
24,Female,51455,48335,434,0,0
39,Male,37143,31351,786,0,0
38,Female,58032,12974,389,0,0
32,Male,79112,36883,707,0,0
51,Male,41862,10959,521,0,0
44,Female,71514,39100,472,0,0
36,Male,44265,21517,426,0,0
75,Male,87809,27754,609,0,0
79,Male,30317,13627,570,0,0
48,Male,99666,5240,594,0,0
58,Female,98559,47091,354,0,0
51,Female,95985,17409,634,0,0
27,Female,20299,15678,604,1,0
71,Male,112565,26989,306,0,0
59,Male,49866,39980,809,0,0
31,Female,91614,28871,465,1,0
72,Male,25507,48689,792,0,0
79,Male,113918,9674,588,0,0
54,Male,79414,17656,370,0,0
65,Male,74054,37603,326,0,0
28,Male,36976,44820,809,0,0
75,Male,52349,31403,654,0,0
25,Female,31383,46595,393,0,0
67,Male,99656,9609,480,0,0
19,Female,74070,15648,566,0,0
21,Female,105222,36949,343,0,0
54,Male,38744,47456,818,0,0
55,Female,78199,28046,534,0,0
55,Female,42748,10138,759,0,0
41,Male,41897,12151,798,0,0
24,Female,41947,33732,596,1,1
70,Female,47489,11933,705,1,0
39,Female,68833,2521,583,0,0
34,Female,68834,27475,807,0,0
36,Female,24867,19948,423,0,0
33,Male,67531,43335,670,0,0
33,Male,119492,34676,599,0,0
76,Male,81992,31428,697,0,0
76,Male,48753,2666,768,1,0
78,Male,75482,24423,471,0,0
47,Female,49353,4619,494,0,0
31,Female,75161,31134,677,0,0
66,Female,104542,7680,641,0,0
54,Male,88913,15550,673,0,0
55,Female,103895,7879,421,1,0
44,Male,36742,45169,623,0,0
52,Female,38309,24139,390,0,0
58,Male,92374,6398,496,0,0
54,Male,61216,2557,805,0,0
32,Female,62834,29531,521,0,0
72,Male,20578,8855,348,0,0
70,Male,62751,21302,354,0,0
18,Female,48672,7307,640,0,0
63,Female,55592,2074,360,0,0
50,Female,34660,7260,336,0,0
71,Female,90683,21055,385,0,0
57,Male,112672,41315,669,1,0
72,Male,103431,45638,357,1,1
59,Female,35500,29462,810,0,0
35,Female,33625,23486,611,0,0
69,Male,51135,24904,484,0,0
25,Female,97008,28044,436,0,0
57,Male,20545,34200,455,0,0
37,Male,97910,34092,665,0,0
29,Female,71585,27815,363,1,0
31,Female,88586,32212,482,0,0
52,Female,110840,36117,831,1,0
23,Male,36988,33102,320,0,0
58,Male,70944,3539,639,0,0
36,Male,109491,24775,588,0,0
71,Male,88900,36459,435,0,0
61,Male,24254,39639,738,0,0
63,Male,98959,27486,708,0,0
56,Female,112156,49244,447,0,0
22,Female,81718,9199,683,0,0
53,Male,20680,47329,510,0,0
39,Male,103294,26447,644,0,0
27,Female,41059,6428,404,1,0
35,Female,61611,12605,769,0,0
24,Female,103644,18453,363,0,0
64,Female,90079,18033,760,0,0
50,Female,110664,45648,328,0,0
57,Male,31726,33355,671,1,0
67,Female,91470,39063,384,0,0
55,Female,83051,25982,470,0,0
62,Male,106065,14147,413,0,0
27,Male,101473,14513,348,0,0
64,Male,33755,43398,745,0,0
48,Male,40528,18764,667,0,0
30,Female,93629,8595,598,0,0
49,Male,112426,40637,805,0,0
37,Male,106834,47574,359,0,0
44,Female,47503,26836,798,0,0
67,Female,71634,12166,680,0,0
18,Male,41758,24227,623,0,0
57,Male,89014,9327,377,0,0
56,Male,68292,12663,654,0,0
47,Female,107952,49050,520,0,0
74,Male,94571,29848,716,0,0
18,Female,53442,9902,376,0,0
70,Male,119400,26596,313,0,0
23,Female,83547,47397,456,0,0
55,Male,117636,25723,349,0,0
77,Male,88699,47028,771,1,0
33,Male,33711,30700,559,0,0
34,Male,49027,20030,615,0,0
34,Female,67716,28303,589,1,1
65,Male,56870,46955,733,0,0
22,Female,42567,5537,655,1,0
60,Male,102096,32277,793,0,0
24,Female,80746,16289,749,0,0
57,Female,119956,48292,755,0,0
28,Male,32433,11752,381,0,0
53,Male,77524,13282,529,0,0
59,Female,111676,3168,565,0,0
38,Female,113045,27899,693,0,0
69,Male,50392,17628,781,0,0
69,Male,58837,46949,847,0,0
20,Male,47763,21186,635,0,0
41,Female,104269,10993,800,1,0
70,Female,39273,25128,736,0,0
70,Male,73448,40307,759,0,0
23,Female,53107,35561,517,1,1
73,Female,68185,48780,832,0,0
21,Male,73049,42350,312,0,0
43,Female,28558,43133,735,0,0
49,Male,42474,14735,377,0,0
18,Male,79753,31927,531,0,0
79,Male,97944,43601,466,0,0
56,Male,20998,45495,527,0,0
31,Male,112300,43395,429,0,0
75,Female,90669,15669,487,0,0
19,Female,49757,31898,849,0,0
35,Male,44850,39907,535,1,1
77,Male,110942,46685,379,0,0
32,Male,101817,9217,548,0,0
67,Male,95731,1758,416,0,0
49,Male,51515,24878,440,0,0
54,Male,103922,23147,491,0,0
27,Female,36115,4702,601,0,0
58,Male,74825,44478,652,0,0
76,Male,27644,22924,695,0,0
71,Male,70240,7232,618,0,0
55,Female,62956,36525,501,0,0
47,Female,67090,11361,498,0,0
40,Female,47399,35421,495,0,0
40,Male,68332,4203,404,0,0
26,Male,107497,49887,530,0,0
23,Female,46919,7244,638,0,0
24,Female,105787,22010,622,0,0
27,Male,107055,43352,561,1,1
36,Female,81858,16844,714,0,0
18,Female,104951,4566,713,0,0
55,Male,37025,37867,383,0,0
73,Female,114614,1466,567,0,0
59,Male,38073,8667,383,0,0
41,Female,75077,9012,734,1,0
22,Female,82826,4695,375,0,0
39,Female,99173,2161,778,0,0
63,Female,72597,17396,755,0,0
64,Female,65179,48864,615,1,0
66,Male,29749,37940,603,0,0
44,Female,28347,1535,714,0,0
31,Female,45711,17160,437,0,0
66,Male,94064,48537,368,0,0
19,Male,34314,42730,470,0,0
68,Male,117305,22634,816,0,0
69,Male,29873,24097,639,0,0
42,Male,67655,41760,397,0,0
46,Male,58173,39882,587,0,0
73,Female,24989,32957,844,1,0
69,Female,82515,45887,832,0,0
64,Female,36844,30223,692,1,0
75,Male,95200,34646,461,0,0
50,Male,34661,48391,635,1,0
67,Male,109743,25045,331,0,0
77,Male,33563,33295,575,0,0
18,Male,114550,41828,607,0,0
55,Female,32425,5801,337,1,0
64,Male,47316,39496,734,0,0
23,Male,27563,47192,821,1,0
33,Male,91673,19590,484,0,0
36,Female,96610,3257,418,0,0
78,Female,59417,16050,648,1,0
46,Female,40758,42659,328,0,0
46,Male,93211,30703,357,1,0
20,Female,24017,9536,782,0,0
26,Male,116331,41645,672,0,0
72,Male,34974,21360,793,0,0
57,Male,55123,36990,337,0,0
22,Female,79765,37437,755,1,0
26,Male,69992,11340,599,0,0
71,Male,22578,17410,769,0,0
44,Male,21918,17896,429,0,0
76,Female,81230,43482,655,1,0
50,Female,110527,36303,409,0,0
23,Female,87249,30907,822,1,0
64,Male,117011,2523,565,0,0
46,Female,70485,44371,503,0,0
40,Male,55349,6123,438,0,0
79,Male,41941,1742,489,0,0
35,Female,99481,12531,698,0,0
61,Female,111166,10543,452,0,0
25,Male,106872,38268,566,0,0
54,Female,20968,28976,408,0,0
65,Male,32752,25719,383,0,0
19,Female,35922,38754,328,1,1
66,Male,99968,7562,462,0,0
42,Male,84621,13415,346,0,0
59,Female,37931,9617,576,0,0
48,Male,23087,47065,816,0,0
55,Male,43820,20335,415,0,0
56,Female,39135,28626,315,0,0
63,Female,92764,46399,703,0,0
30,Female,98472,35118,333,0,0
36,Female,91819,23597,698,0,0
79,Male,31017,39749,606,0,0
30,Male,108870,32631,383,1,0
31,Male,67673,22031,769,0,0
41,Female,20921,1792,359,0,0
33,Male,46579,49208,526,1,1
52,Female,97465,41465,400,0,0
44,Female,47547,31349,499,0,0
59,Female,105498,9232,417,0,0
61,Male,77571,27629,691,1,0
61,Female,48680,45620,530,0,0
27,Male,112895,8485,311,0,0
19,Male,46053,5821,545,0,0
42,Male,73329,48770,439,0,0
37,Female,60569,14665,785,0,0
51,Female,62843,9164,642,0,0
26,Female,59990,45008,456,1,1
41,Female,112492,44115,793,0,0
55,Female,115467,12539,371,0,0
30,Male,51376,30598,781,0,0
79,Female,43546,11262,495,0,0
36,Female,118337,9982,534,0,0
76,Male,73680,4805,457,0,0
40,Female,72663,38661,421,1,1
51,Male,41736,4375,648,0,0
57,Female,78594,12759,346,0,0
35,Female,22445,37770,518,0,0
54,Female,32383,39149,304,0,0
40,Female,115906,30839,646,0,0
68,Male,54058,49988,684,0,0
55,Male,42445,10755,628,0,0
48,Male,39783,8643,372,0,0
79,Female,42565,48793,465,0,0
25,Female,51339,20713,827,0,0
62,Male,109412,38983,696,0,0
73,Female,63352,49714,581,0,0
56,Female,118082,2205,783,0,0
35,Female,32837,9641,493,0,0
71,Female,41598,49373,586,0,0
67,Female,106386,35643,659,1,0
42,Male,117839,28142,818,0,0
33,Male,45166,13768,728,0,0
22,Female,24145,19680,449,0,0
18,Female,25422,37495,518,0,0
18,Male,80581,13008,732,0,0
62,Male,57993,9013,687,0,0
40,Male,42498,37314,563,0,0
54,Male,66460,8374,827,0,0
71,Male,38399,19882,541,0,0
27,Male,31543,46253,836,0,0
45,Female,52918,13529,460,0,0
69,Female,99776,5095,794,0,0
63,Female,25099,49291,365,1,1
53,Male,100572,44643,641,0,0
63,Male,109332,47710,353,0,0
32,Male,119439,1804,626,0,0
56,Male,75827,33332,357,1,1
20,Male,23410,40834,630,1,0
67,Female,79860,23325,475,1,0
24,Male,108956,47975,781,0,0
48,Male,33871,7243,708,0,0
58,Female,36412,39008,812,0,0
71,Female,103922,2347,635,0,0
51,Female,57978,24185,360,0,0
79,Female,42310,32438,729,0,0
60,Female,38053,33049,642,0,0
74,Male,111224,30057,366,0,0
77,Female,88874,44796,488,0,0
70,Female,56777,33556,356,0,0
51,Male,60327,24757,723,0,0
24,Female,106600,30391,539,1,0
23,Male,20249,20662,642,0,0
30,Female,90455,45175,675,0,0
72,Female,57822,32818,665,0,0
30,Male,92090,49055,394,1,1
56,Male,78024,13555,607,1,0
28,Male,80362,46081,446,0,0
23,Male,53910,35945,354,0,0
75,Female,111557,8475,385,0,0
48,Male,104505,17638,514,0,0
54,Female,112296,14658,652,0,0
21,Female,80606,48936,595,0,0
23,Male,106622,29635,695,1,0
61,Female,78725,33743,411,1,1
41,Female,29114,18619,308,0,0
31,Female,31303,11239,766,0,0
46,Female,42014,15721,719,0,0
47,Male,28701,39943,446,0,0
59,Female,52946,44566,318,0,0
58,Female,114670,37934,785,0,0
63,Female,33270,45816,305,0,0
64,Male,59401,21671,365,0,0
71,Female,58378,12372,836,0,0
34,Male,26353,16594,734,0,0
68,Male,39953,4300,662,1,0
61,Female,110687,1132,678,0,0
56,Female,71416,35799,464,0,0
49,Male,21862,3698,355,0,0
57,Male,44740,32457,685,0,0
22,Female,99021,38644,684,0,0
57,Female,110832,35209,808,0,0
58,Male,94442,6749,586,0,0
50,Male,92829,35966,499,1,0
57,Female,79464,18492,590,0,0
66,Male,72617,30891,447,0,0
62,Female,116485,47559,717,0,0
73,Female,49923,15766,402,0,0
75,Male,46519,21239,310,0,0
54,Female,107034,12889,307,0,0
55,Male,111713,14959,501,0,0
37,Female,22740,15549,723,0,0
30,Female,24999,19527,664,0,0
69,Male,34837,9942,459,0,0
36,Female,87059,10541,702,0,0
72,Male,74088,9229,740,0,0
63,Male,42162,49529,550,0,0
37,Female,76993,29010,519,1,0
44,Male,27478,40374,541,0,0
39,Male,108833,6478,716,0,0
58,Male,101625,28449,369,0,0
48,Male,64441,33047,672,0,0
27,Female,22209,23811,318,0,0
49,Female,87194,13864,819,0,0
27,Male,70798,15818,733,0,0
31,Male,68539,47626,691,0,0
73,Male,56172,24424,352,0,0
46,Female,37575,5176,489,0,0
32,Male,30985,35727,532,0,0
75,Female,81760,14289,778,0,0
23,Male,29261,44127,427,0,0
36,Female,46707,23112,818,0,0
78,Male,28497,12055,683,0,0
51,Female,97514,39916,613,1,0
25,Female,25019,32318,834,0,0
42,Female,79301,43386,610,0,0
28,Female,57306,15618,360,0,0
41,Female,101699,24574,566,0,0
19,Male,98289,36341,466,0,0
26,Male,28327,10487,480,1,0
69,Male,31825,43774,597,0,0
69,Female,49482,22420,538,0,0
25,Female,78237,18912,449,0,0
79,Female,75535,1553,709,0,0
70,Male,110755,22400,405,0,0
66,Male,23234,38375,509,0,0
79,Male,51887,2466,326,0,0
66,Male,92295,8397,714,1,0
34,Male,47506,26110,608,0,0
57,Male,74022,35896,709,0,0
38,Female,29332,37066,673,0,0
24,Male,20917,16322,762,0,0
71,Female,90973,4655,447,0,0
71,Female,112922,25344,384,0,0
36,Female,60289,28999,366,0,0
68,Female,78325,6734,664,0,0
26,Female,57460,42503,322,0,0
42,Female,94302,16541,805,0,0
20,Female,61523,15535,718,0,0
78,Male,45743,33325,306,0,0
69,Female,71973,4640,717,0,0
75,Male,40484,10850,522,1,0
63,Male,28354,36891,505,0,0
43,Male,23427,2921,749,0,0
30,Male,87199,19124,619,0,0
36,Female,42712,4869,503,0,0
75,Male,98283,1592,371,0,0
39,Female,71372,39433,840,0,0
38,Male,108779,5060,673,0,0
59,Female,115545,33580,712,0,0
62,Female,85105,1784,363,0,0
28,Female,67425,33423,360,0,0
69,Female,116939,11768,738,0,0
39,Female,94911,7498,489,0,0
22,Male,69086,37590,741,0,0
62,Male,31191,28420,729,0,0
53,Female,75104,18181,602,1,0
50,Female,55787,37387,783,0,0
63,Female,116023,12216,735,0,0
31,Male,98864,46952,778,0,0
26,Male,46331,35466,718,0,0
37,Male,29907,35942,489,0,0
28,Female,81799,31768,801,1,0
44,Female,103678,48651,505,0,0
56,Female,118403,40286,783,0,0
19,Male,28749,34079,414,0,0
61,Female,24710,11054,779,0,0
21,Female,40559,14428,456,0,0
57,Female,70596,49051,710,0,0
74,Female,60414,36012,554,0,0
68,Male,20330,33798,716,0,0
53,Female,23779,17309,532,1,1
24,Female,103056,36461,352,0,0
76,Female,112006,15054,835,0,0
48,Female,100811,43796,578,0,0
55,Female,51359,38530,654,0,0
74,Female,55829,37527,579,0,0
62,Female,65815,11892,345,0,0
57,Male,53914,26743,531,0,0
43,Female,74954,46719,362,0,0
50,Male,107926,47690,359,0,0
18,Female,98815,7880,305,1,0
76,Female,41845,44866,377,0,0
59,Male,26448,19605,557,0,0
61,Female,102639,49002,715,0,0
45,Female,37082,28444,827,1,0
18,Female,45222,17476,429,1,0
56,Male,102509,16501,470,0,0
48,Male,37530,43582,468,1,1
41,Male,22396,4391,720,0,0
66,Female,84403,43433,613,0,0
66,Female,43713,17610,560,1,1
54,Male,36446,49140,405,1,1
44,Male,86775,37839,847,1,0
25,Female,41572,47713,327,0,0
20,Female,103534,42416,766,1,0
63,Female,96076,38116,838,0,0
36,Male,107158,22945,752,0,0
42,Female,73189,41628,610,0,0
68,Female,73686,28327,369,0,0
49,Female,58908,46104,846,0,0
23,Male,40288,22156,697,0,0
27,Female,83671,22498,685,0,0
24,Female,69157,26242,367,0,0
30,Female,64762,20426,327,0,0
38,Female,72269,8211,564,0,0
22,Female,79658,47063,613,0,0
68,Female,77811,30455,309,1,0
20,Male,39985,30134,785,0,0
61,Male,118049,48822,674,0,0
31,Male,109654,4534,477,0,0
51,Male,110001,48064,348,0,0
36,Female,64305,1328,768,0,0
32,Male,27742,27786,783,0,0
22,Male,74710,32562,783,0,0
34,Male,80559,48175,529,0,0
52,Female,66254,11665,392,0,0
55,Female,60000,49319,715,0,0
23,Female,66956,43403,579,0,0
20,Female,28533,24129,784,0,0
69,Male,56143,33417,701,1,0
39,Female,114438,28705,796,1,0
72,Female,26072,9247,532,0,0
55,Female,28356,17106,632,0,0
36,Male,109108,39096,430,0,0
41,Male,100015,3766,845,0,0
20,Male,87858,37445,782,0,0
57,Male,42162,39695,420,0,0
59,Female,33204,24378,398,0,0
25,Male,43762,26581,322,0,0
44,Male,41999,49563,696,0,0
22,Male,34843,8950,653,0,0
69,Female,27379,24894,811,1,0
59,Female,52819,36701,542,0,0
23,Male,41321,33271,698,0,0
65,Female,46555,17451,380,0,0
69,Female,98861,24081,430,0,0
53,Male,100888,14136,559,0,0
46,Female,69604,34094,373,0,0
69,Female,112793,38978,585,1,0
30,Male,115212,41439,741,0,0
79,Female,80721,29467,609,0,0
25,Female,82098,5841,699,1,0
72,Female,118008,14697,378,0,0
46,Female,93410,29174,354,0,0
33,Female,25261,47038,799,0,0
35,Female,28612,16571,433,0,0
39,Female,119562,17361,304,1,0
18,Male,96374,25080,464,0,0
47,Female,114221,24988,440,0,0
43,Female,105211,16095,646,0,0
72,Male,70799,47822,729,1,0
63,Female,23545,27855,831,1,0
42,Male,114735,23166,514,0,0
38,Female,52002,34990,353,0,0
59,Male,28082,49137,721,0,0
31,Male,78584,35074,640,0,0
44,Female,111377,29139,331,0,0
18,Female,69351,20405,306,0,0
18,Female,67852,43262,844,0,0
39,Female,45320,18141,476,0,0
35,Male,60714,27072,645,0,0
55,Male,85478,4635,569,0,0
62,Male,108148,16919,700,0,0
26,Male,70716,8071,450,0,0
20,Male,67836,42750,647,1,0
52,Female,93511,44356,455,0,0
69,Female,88026,10828,618,0,0
30,Male,40982,7725,386,1,0
55,Female,107206,20493,365,0,0
31,Male,79187,32903,498,1,1
19,Male,104641,6255,442,0,0
18,Male,94072,45937,552,0,0
73,Male,94634,22095,303,0,0
59,Female,118648,48037,846,0,0
42,Female,96178,13733,593,1,0
31,Female,72531,31171,760,1,0
44,Female,93372,48316,748,0,0
30,Male,43375,16317,474,0,0
79,Female,76796,11420,502,0,0
56,Female,87512,40575,516,0,0
33,Female,96144,14517,597,0,0
18,Male,101449,15230,708,0,0
54,Male,110652,37065,303,0,0
43,Female,40115,16025,356,0,0
70,Female,74696,6823,353,0,0
32,Male,97083,28774,808,1,0
46,Female,82711,24716,592,0,0
46,Male,26375,43280,604,0,0
35,Female,92571,40055,345,0,0
47,Male,39051,15992,761,0,0
25,Female,67029,38525,568,0,0
29,Male,63894,47256,661,0,0
42,Male,82495,16737,540,0,0
25,Female,41875,34779,619,0,0
43,Male,91056,21155,529,0,0
49,Female,47842,43199,516,1,1
28,Male,20662,25929,411,0,0
35,Male,54039,21591,448,0,0
40,Female,80762,20141,656,1,0
68,Female,102501,40563,755,0,0
67,Male,106503,35893,700,0,0
47,Male,60182,2803,671,0,0
77,Female,48064,49149,354,0,0
23,Female,62984,39880,644,0,0
44,Female,87257,36701,525,0,0
56,Female,82836,13683,527,0,0
41,Male,93636,26832,608,0,0
20,Female,94477,16634,455,1,0
70,Female,70686,31926,350,0,0
38,Female,40024,44476,700,0,0
49,Male,82158,4509,819,0,0
58,Female,62479,18249,425,0,0
42,Female,102136,37316,788,0,0
72,Female,23927,12673,733,0,0
20,Male,104466,29789,423,0,0
51,Male,92067,7253,780,0,0
24,Male,93141,1408,531,0,0
36,Male,110004,29362,483,0,0
75,Female,105061,31549,482,0,0
73,Male,38374,44105,652,0,0
42,Male,54655,44396,465,0,0
55,Female,79669,3548,684,0,0
28,Male,95809,36790,401,0,0
73,Female,108522,48059,602,0,0
45,Male,82841,1610,311,0,0
69,Female,84018,49429,331,0,0
27,Female,118398,16096,466,0,0
66,Female,84631,34568,553,0,0
57,Female,91418,26587,332,0,0
27,Male,68165,32709,809,0,0
60,Male,58453,20131,484,0,0
33,Female,29462,15251,444,0,0
25,Male,46326,3853,549,0,0
76,Male,93508,6514,386,0,0
64,Male,31439,23063,338,1,1
74,Male,111183,27506,564,0,0
43,Female,55493,18347,413,0,0
31,Male,97914,34604,830,0,0
49,Male,107776,27562,400,1,0
46,Male,83068,41144,806,0,0
38,Male,26983,13725,842,0,0
75,Male,57626,22116,804,0,0
23,Female,24530,43159,312,0,0
24,Female,43101,45551,468,1,1
76,Female,101716,18831,713,0,0
49,Female,80717,43546,799,1,0
51,Female,40927,16492,826,0,0
78,Female,111297,13793,815,0,0
76,Male,68342,28851,557,0,0
47,Female,117100,28337,691,0,0
26,Male,36139,30991,442,0,0
55,Male,100758,19869,637,0,0
40,Female,86800,39019,758,0,0
47,Female,60296,6571,339,0,0
28,Female,51618,3096,396,0,0
42,Female,70811,22357,419,0,0
48,Female,23657,44844,557,0,0
18,Female,103495,41720,701,0,0
32,Male,40793,1900,567,0,0
75,Female,20473,31873,411,0,0
48,Female,98101,39642,773,0,0
65,Male,70246,35682,502,0,0
23,Male,103673,19989,829,0,0
21,Male,58835,21905,722,0,0
18,Male,102351,48032,624,0,0
20,Female,40023,36689,522,0,0
38,Female,85966,37201,777,0,0
74,Female,47511,3027,573,1,0
37,Male,88115,16262,395,0,0
45,Male,29343,43428,692,0,0
53,Female,64944,1549,608,0,0
50,Female,81928,5922,502,0,0
40,Male,101401,49543,672,0,0
21,Female,27398,3160,655,1,0
21,Male,110996,19974,305,0,0
57,Male,113976,41348,405,0,0
70,Male,87400,8599,547,1,0
33,Male,107829,9744,421,0,0
27,Male,32595,38833,784,0,0
62,Female,49785,10587,563,0,0
69,Female,26851,47927,353,0,0
62,Female,41743,21101,555,0,0
67,Female,41909,16060,796,0,0
22,Female,91944,23033,791,0,0
34,Female,32746,46738,437,0,0
51,Male,31866,30086,646,0,0
19,Male,46414,17708,382,0,0
75,Female,117501,32747,777,0,0
57,Female,96365,28179,380,1,0
22,Male,63925,6238,816,0,0
68,Female,80031,33859,333,0,0
56,Male,44754,34007,781,0,0
37,Female,42057,15516,325,0,0
31,Male,47664,37312,587,0,0
19,Female,78195,41139,601,0,0
45,Male,21829,47145,422,1,1
57,Male,78745,26758,798,0,0
53,Male,114755,42080,666,0,0
18,Female,64235,13903,356,1,0
54,Female,110301,19105,640,0,0
26,Male,48064,7813,545,1,0
37,Male,55943,42943,808,1,0
45,Male,88005,44499,422,0,0
36,Female,20606,14028,511,0,0
29,Male,36115,48718,607,0,0
30,Male,52139,38830,505,0,0
63,Male,52519,18615,431,0,0
22,Female,101485,3498,413,0,0
38,Male,59529,47903,618,0,0
72,Female,103138,4561,738,0,0
67,Male,57811,44823,458,0,0
66,Female,37766,7373,455,0,0
33,Male,33659,6757,628,0,0
37,Male,97789,16868,353,0,0
23,Male,98803,47682,398,0,0
64,Female,45939,10979,774,0,0
73,Male,104518,14516,439,1,0
72,Male,32326,37676,639,0,0
76,Male,45493,34096,412,0,0
79,Male,91536,10324,725,0,0
38,Male,86635,47389,331,0,0
45,Female,107602,35665,385,1,0
44,Male,111152,30775,618,1,0
33,Male,101766,39586,448,0,0
57,Female,98970,2981,506,0,0
71,Female,63423,7427,773,0,0
25,Male,46058,18956,339,0,0
61,Female,47177,17283,785,0,0
32,Male,59415,29556,442,0,0
69,Female,90351,6418,497,0,0
59,Male,48375,34578,766,0,0
19,Male,29828,43669,638,0,0
74,Female,47551,2949,471,0,0
57,Male,79832,31969,501,0,0
71,Female,20631,18952,547,0,0
56,Male,57502,33965,381,0,0
57,Male,86411,15045,396,0,0
47,Female,81458,42907,838,0,0
79,Female,43185,18239,808,0,0
46,Male,29604,13879,776,0,0
73,Male,103998,14353,542,0,0
54,Female,31371,10804,335,0,0
36,Female,98356,30950,835,0,0
41,Male,39243,16614,518,0,0
75,Male,114578,30605,572,0,0
36,Female,100516,37892,416,0,0
25,Male,114285,36737,668,1,0
18,Male,70834,2164,476,1,0
64,Male,86064,16407,406,0,0
22,Female,96519,33464,674,0,0
48,Male,34202,6747,641,1,0
43,Female,87252,27608,730,0,0
52,Male,58188,22868,711,0,0
48,Male,75316,7080,748,0,0
18,Male,25950,19450,498,0,0
56,Male,114615,33466,433,0,0
62,Female,67371,45382,322,0,0
35,Female,116428,5960,547,0,0
28,Male,76638,24381,360,1,0
46,Female,106006,27863,300,0,0
72,Male,97482,20142,840,1,0
41,Female,40029,7197,422,0,0
47,Male,116027,40218,473,0,0
35,Female,83044,44984,372,0,0
33,Female,33581,17926,731,0,0
18,Female,100352,38773,541,0,0
76,Male,103835,39242,474,0,0
75,Male,75632,47857,809,0,0
50,Male,55622,38453,352,0,0
34,Male,64659,18534,405,1,0
58,Male,107373,9363,410,0,0
23,Male,80803,40560,374,0,0
28,Male,47874,41552,324,0,0
70,Female,53772,40762,322,0,0
59,Male,26089,6180,825,0,0
48,Female,113330,28759,830,0,0
60,Female,73668,48573,469,0,0
21,Male,101098,7343,793,0,0
29,Male,94083,6710,359,0,0
41,Male,39571,38422,695,0,0
39,Male,51576,22494,565,0,0
21,Male,55377,30329,438,0,0
73,Male,113288,17809,304,0,0
24,Female,116192,21296,437,0,0
50,Female,94974,48994,772,0,0
38,Male,86382,3247,725,0,0
61,Male,28751,46948,845,0,0
27,Male,108565,26769,732,0,0
64,Male,40328,6972,535,0,0
37,Female,93643,17296,613,0,0
43,Female,93143,26794,451,0,0
75,Male,36615,9829,748,0,0
33,Female,40333,41513,719,0,0
68,Male,61816,29560,317,0,0
21,Female,84153,30422,459,0,0
56,Female,54726,25012,687,0,0
51,Male,87259,32733,761,0,0
33,Female,26907,35158,655,0,0
53,Female,47494,30467,375,0,0
69,Male,56080,24792,683,1,0
42,Male,92723,25155,404,1,0
73,Female,35012,29193,694,0,0
37,Female,34134,28034,368,0,0
53,Male,91516,14978,799,0,0
42,Female,40967,1569,817,0,0
29,Female,102682,24130,335,0,0
41,Female,44275,44989,826,0,0
54,Male,46491,9829,786,1,0
26,Female,119184,32741,505,1,0
76,Male,43163,20368,525,0,0
41,Male,59751,7081,491,0,0
33,Male,71108,32647,766,0,0
79,Female,92038,46112,750,0,0
76,Female,90674,45879,739,0,0
44,Male,64668,6647,412,0,0
62,Female,23011,41283,304,1,1
34,Female,36968,43530,729,0,0
77,Female,78934,25188,393,0,0
57,Male,91003,23722,735,0,0
37,Female,23926,26053,436,0,0
50,Male,29655,42193,824,0,0
49,Female,72745,8034,618,1,0
